sample_rank,repo_id,repo_name,year,observation_status,observation_end,created_at,llm_native_manual,llm_native_confidence,collaboration_niche,agent_proximity,language,first_event_at,last_event_at,event_rows,event_rows_from_api,active_actors,push_events,push_commits,issues_opened,issues_closed,issues_reopened,issues_opened_author_missing,issues_opened_by_bot,issues_opened_by_human,issues_opened_by_external,issue_median_close_days,issues_closed_with_duration,prs_opened,pr_events_from_api,prs_merged,prs_closed_unmerged,prs_reopened,prs_opened_author_missing,prs_opened_by_bot,prs_opened_by_human,prs_opened_by_external,pr_median_merge_days,prs_merged_with_duration,pr_median_close_unmerged_days,prs_closed_unmerged_with_duration,issue_pr_comment_events,comment_events_author_missing,comment_events_by_bot,comment_events_by_human,pr_review_events,reviews_approved,reviews_changes_requested,review_events_by_maintainer,pr_review_comment_events,review_comment_events_author_missing,review_comment_events_by_bot,review_comment_events_by_human,non_human_public_events,human_public_events,source,quality_flag
25,440752086,coder/coder,2023,observed,2023-12-31,2021-12-22,mixed,medium,agent_runtime_infra,supporting_infrastructure,Go,2023-01-01 00:04:02,2023-12-31 22:39:41,50927,506,3371,13092,54800,2010,1602,133,0,3,2007,871,29.84,1602,3644,324,2971,381,54,0,461,3183,1017,0.15,2971,5.33,381,7869,0,619,7250,8865,3756,80,6915,6935,0,96,6839,1179,19279,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
25,440752086,coder/coder,2024,observed,2024-12-31,2021-12-22,mixed,medium,agent_runtime_infra,supporting_infrastructure,Go,2024-01-01 07:52:29,2024-12-31 23:54:22,47059,294,3146,12371,785594,1437,1452,130,0,1,1436,705,45.28,1452,3075,219,2401,496,68,0,610,2465,1298,0.65,2401,6.79,496,6794,0,415,6379,8252,3191,62,5496,7507,0,38,7469,1064,17749,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
25,440752086,coder/coder,2025,observed,2025-12-31,2021-12-22,mixed,medium,agent_runtime_infra,supporting_infrastructure,Go,2025-01-01 03:51:24,2025-12-31 23:38:20,42663,2239,2752,13216,156150,752,432,15,0,49,703,464,25.25,432,3153,2131,2500,559,71,298,1279,2260,1540,0.21,1853,10.15,548,3259,0,469,2790,7600,2819,96,3699,7109,0,365,6744,2275,12497,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_merge_duration_incomplete
25,440752086,coder/coder,2026,observed,2026-08-29,2021-12-22,mixed,medium,agent_runtime_infra,supporting_infrastructure,Go,2026-01-01 00:11:44,2026-08-28 08:44:32,20567,1144,543,11509,0,99,54,5,0,24,75,99,28.65,54,561,1117,417,180,20,561,551,0,0,,0,7.59,149,1079,0,305,774,2206,533,18,0,2278,0,693,1585,1573,2434,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
26,644461337,vercel/ai,2022,not_public_yet,2022-12-31,2023-05-23,llm_native,high,agent_framework,agent_building,TypeScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
26,644461337,vercel/ai,2023,observed,2023-12-31,2023-05-23,llm_native,high,agent_framework,agent_building,TypeScript,2023-06-15 16:41:57,2023-12-31 19:58:17,10775,47,6382,688,1070,318,237,9,0,0,318,317,1.56,237,399,27,306,38,2,0,70,329,242,0.18,306,0.65,38,1598,0,171,1427,528,191,25,325,285,0,0,285,241,2359,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
26,644461337,vercel/ai,2024,observed,2024-12-31,2023-05-23,llm_native,high,agent_framework,agent_building,TypeScript,2024-01-01 01:40:02,2024-12-31 23:41:41,25501,207,6896,5313,53444,730,516,37,0,1,729,705,3.81,516,2100,172,1554,348,8,0,570,1530,1228,0.03,1554,1.98,348,3909,0,448,3461,2259,1184,25,1092,1169,0,0,1169,1019,6889,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
26,644461337,vercel/ai,2025,observed,2025-12-31,2023-05-23,llm_native,high,agent_framework,agent_building,TypeScript,2025-01-01 02:09:09,2025-12-31 23:03:41,44418,2610,9348,7910,15936,1438,820,52,0,115,1323,1364,4.24,819,3159,2319,2484,488,133,500,1438,2125,1412,0.04,1745,3.27,469,5281,0,221,5060,4405,1767,37,2685,2799,0,331,2468,2155,10976,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
26,644461337,vercel/ai,2026,observed,2026-08-29,2023-05-23,llm_native,high,agent_framework,agent_building,TypeScript,2026-01-01 00:07:26,2026-08-28 06:46:49,13738,1267,1804,3941,0,198,162,5,0,7,191,195,108.2,162,627,1210,433,270,30,625,559,0,0,,0,31.27,216,876,0,161,715,827,411,4,0,426,0,202,224,929,1130,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
27,839037098,mastra-ai/mastra,2022,not_public_yet,2022-12-31,2024-08-06,llm_native,high,agent_framework,agent_building,TypeScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
27,839037098,mastra-ai/mastra,2023,not_public_yet,2023-12-31,2024-08-06,llm_native,high,agent_framework,agent_building,TypeScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
27,839037098,mastra-ai/mastra,2024,observed,2024-12-31,2024-08-06,llm_native,high,agent_framework,agent_building,TypeScript,2024-10-21 15:30:34,2024-12-31 21:30:09,5398,52,1053,1641,10837,11,10,3,0,0,11,11,2.05,10,672,50,563,53,5,0,86,586,663,0.01,563,0.02,53,759,0,702,57,508,410,3,1,101,0,0,101,788,755,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
27,839037098,mastra-ai/mastra,2025,observed,2025-12-31,2024-08-06,llm_native,high,agent_framework,agent_building,TypeScript,2025-01-01 00:32:02,2025-12-31 23:37:00,90370,4141,15279,22803,104977,2181,1402,50,0,3,2178,2154,3.27,1398,4885,3505,3921,742,29,605,2282,3164,3639,0.08,2803,3.08,711,19463,0,14943,4520,8812,4020,95,567,6986,0,5043,1943,22482,11805,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
27,839037098,mastra-ai/mastra,2026,observed,2026-08-29,2024-08-06,llm_native,high,agent_framework,agent_building,TypeScript,2026-01-01 00:35:55,2026-08-27 23:12:48,29609,1728,1889,11943,0,454,227,2,0,2,452,454,3.08,227,796,1584,611,235,5,796,775,0,0,,0,15.96,197,3944,0,2807,1137,2897,695,49,0,2196,0,1780,416,5364,2005,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
28,1054512829,vllm-project/vllm-omni,2022,not_public_yet,2022-12-31,2025-09-11,llm_native,high,model_infra,supporting_infrastructure,Python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
28,1054512829,vllm-project/vllm-omni,2023,not_public_yet,2023-12-31,2025-09-11,llm_native,high,model_infra,supporting_infrastructure,Python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
28,1054512829,vllm-project/vllm-omni,2024,not_public_yet,2024-12-31,2025-09-11,llm_native,high,model_infra,supporting_infrastructure,Python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
28,1054512829,vllm-project/vllm-omni,2025,observed,2025-12-31,2025-09-11,llm_native,high,model_infra,supporting_infrastructure,Python,2025-09-25 08:28:28,2025-12-31 22:57:15,3148,198,882,129,11,115,36,3,0,0,115,115,5.43,34,91,161,63,15,3,91,89,0,0,,0,6.95,10,651,0,10,641,476,82,2,0,470,0,76,394,175,1150,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
28,1054512829,vllm-project/vllm-omni,2026,observed,2026-08-29,2025-09-11,llm_native,high,model_infra,supporting_infrastructure,Python,2026-01-01 01:33:23,2026-08-28 03:33:56,12948,843,1338,1102,0,333,161,10,0,0,333,333,6.34,159,407,741,294,118,10,407,362,0,0,,0,11.59,85,2790,0,103,2687,2659,371,85,0,2825,0,610,2215,1075,5235,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
29,1008713177,QwenLM/qwen-code,2022,not_public_yet,2022-12-31,2025-06-26,llm_native,high,agent_application,direct_agent_experience,TypeScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
29,1008713177,QwenLM/qwen-code,2023,not_public_yet,2023-12-31,2025-06-26,llm_native,high,agent_application,direct_agent_experience,TypeScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
29,1008713177,QwenLM/qwen-code,2024,not_public_yet,2024-12-31,2025-06-26,llm_native,high,agent_application,direct_agent_experience,TypeScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
29,1008713177,QwenLM/qwen-code,2025,observed,2025-12-31,2025-06-26,llm_native,high,agent_application,direct_agent_experience,TypeScript,2025-07-22 21:14:53,2025-12-31 23:45:38,14227,417,10409,491,4025,550,203,2,0,17,533,548,3.98,203,230,295,144,59,1,78,144,151,74,0.17,57,2.12,54,1307,0,200,1107,113,54,5,40,87,0,31,56,393,1847,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
29,1008713177,QwenLM/qwen-code,2026,observed,2026-08-29,2025-06-26,llm_native,high,agent_application,direct_agent_experience,TypeScript,2026-01-01 00:13:52,2026-08-28 14:56:11,16455,844,2744,4726,0,408,224,3,0,19,389,408,4.39,222,289,568,213,110,5,284,269,0,0,,0,9,83,1540,0,340,1200,2308,397,274,62,2990,0,291,2699,919,4288,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
30,626805178,langgenius/dify,2022,not_public_yet,2022-12-31,2023-04-12,llm_native,high,agent_framework,agent_building,TypeScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
30,626805178,langgenius/dify,2023,observed,2023-12-31,2023-04-12,llm_native,high,agent_framework,agent_building,TypeScript,2023-04-12 07:43:23,2023-12-31 22:54:19,24389,93,14112,4163,10098,833,513,7,0,0,833,833,1.15,513,945,62,783,59,4,0,7,938,525,0,783,0.22,59,1870,0,73,1797,486,386,20,322,40,0,0,40,80,3608,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
30,626805178,langgenius/dify,2024,observed,2024-12-31,2023-04-12,llm_native,high,agent_framework,agent_building,TypeScript,2024-01-01 00:49:40,2024-12-31 23:31:00,101149,486,47595,11557,228717,4744,4093,98,0,0,4744,4701,0.78,4093,4305,222,3448,580,49,0,38,4267,3206,0.07,3448,0.23,580,16616,0,3999,12617,4971,3440,289,3552,1307,0,36,1271,4073,22899,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
30,626805178,langgenius/dify,2025,observed,2025-12-31,2023-04-12,llm_native,high,agent_framework,agent_building,TypeScript,2025-01-01 00:07:35,2025-12-31 23:36:35,132056,4389,64162,8352,36027,8723,6615,201,0,1,8722,8499,0.43,6610,3925,2777,3148,673,98,486,1135,3376,2620,0.12,2271,0.89,642,25198,0,7670,17528,5610,2806,62,2503,3514,0,2492,1022,11309,30648,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
30,626805178,langgenius/dify,2026,observed,2026-08-29,2023-04-12,llm_native,high,agent_framework,agent_building,TypeScript,2026-01-01 02:18:58,2026-08-28 09:19:46,26880,1703,6398,6382,0,798,515,35,0,0,798,798,1.83,513,726,1410,507,295,10,726,665,0,0,,0,30.29,236,3323,0,1999,1324,2046,568,29,0,2080,0,1725,355,4389,2477,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
31,384219990,warpdotdev/warp,2022,observed,2022-12-31,2021-07-08,mixed,high,agent_application,direct_agent_experience,Rust,2022-01-01 01:22:40,2022-12-31 21:56:36,18838,81,11926,158,172,1769,1089,67,0,0,1769,1596,25.7,1089,19,1,14,3,0,0,0,19,7,0.96,14,0.01,3,5891,0,3,5888,11,5,0,11,5,0,0,5,3,7681,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
31,384219990,warpdotdev/warp,2023,observed,2023-12-31,2021-07-08,mixed,high,agent_application,direct_agent_experience,Rust,2023-01-01 00:31:24,2023-12-31 23:53:09,14823,84,8842,53,54,1510,953,66,0,1,1510,1432,5.56,953,6,1,3,3,0,0,0,6,5,0,3,7.96,3,5674,0,278,5396,3,2,0,2,1,0,0,1,279,6913,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
31,384219990,warpdotdev/warp,2024,observed,2024-12-31,2021-07-08,mixed,high,agent_application,direct_agent_experience,Rust,2024-01-01 02:14:36,2024-12-31 22:30:51,15790,63,9033,46,49,1549,838,173,0,0,1549,1509,6.66,838,7,1,6,1,0,0,0,7,5,0.64,6,1.5,1,7245,0,0,7245,7,5,0,2,2,0,0,2,0,8803,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
31,384219990,warpdotdev/warp,2025,observed,2025-12-31,2021-07-08,mixed,high,agent_application,direct_agent_experience,Rust,2025-01-01 00:45:28,2025-12-31 22:14:52,11769,246,6971,24,24,1880,600,35,0,0,1880,1863,2.55,600,4,1,3,1,0,0,0,4,2,0.03,3,8.05,1,5776,0,0,5776,3,3,0,2,0,0,0,0,0,7660,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
31,384219990,warpdotdev/warp,2026,observed,2026-08-29,2021-07-08,mixed,high,agent_application,direct_agent_experience,Rust,2026-01-01 02:15:34,2026-08-28 04:45:12,16447,393,5023,3095,0,352,406,5,0,11,341,350,219.84,406,187,290,100,61,1,185,146,0,0,,0,4.76,44,2013,0,760,1253,620,115,86,0,517,0,257,260,1174,1854,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
32,1170821064,paperclipai/paperclip,2022,not_public_yet,2022-12-31,2026-03-02,llm_native,high,agent_framework,agent_building,TypeScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
32,1170821064,paperclipai/paperclip,2023,not_public_yet,2023-12-31,2026-03-02,llm_native,high,agent_framework,agent_building,TypeScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
32,1170821064,paperclipai/paperclip,2024,not_public_yet,2024-12-31,2026-03-02,llm_native,high,agent_framework,agent_building,TypeScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
32,1170821064,paperclipai/paperclip,2025,not_public_yet,2025-12-31,2026-03-02,llm_native,high,agent_framework,agent_building,TypeScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
32,1170821064,paperclipai/paperclip,2026,observed,2026-08-29,2026-03-02,llm_native,high,agent_framework,agent_building,TypeScript,2026-03-04 14:11:12,2026-08-28 14:38:20,23693,1143,15125,1731,0,338,57,1,0,1,337,338,0.3,57,793,1103,105,542,12,793,551,0,0,,0,11.15,446,2131,0,791,1340,1070,121,10,0,1742,0,1605,137,2948,1814,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
33,924058625,vllm-project/vllm-ascend,2022,not_public_yet,2022-12-31,2025-01-29,llm_native,high,model_infra,supporting_infrastructure,C++,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
33,924058625,vllm-project/vllm-ascend,2023,not_public_yet,2023-12-31,2025-01-29,llm_native,high,model_infra,supporting_infrastructure,C++,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
33,924058625,vllm-project/vllm-ascend,2024,not_public_yet,2024-12-31,2025-01-29,llm_native,high,model_infra,supporting_infrastructure,C++,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
33,924058625,vllm-project/vllm-ascend,2025,observed,2025-12-31,2025-01-29,llm_native,high,model_infra,supporting_infrastructure,C++,2025-01-29 12:01:36,2025-12-31 15:45:54,28252,2548,2061,1439,1088,1040,471,17,0,0,1040,874,13.98,469,2519,2392,1526,905,87,600,1039,1908,1211,0.91,923,3.14,823,6781,0,2247,4534,4839,1569,72,2064,4587,0,1546,3041,4832,10523,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
33,924058625,vllm-project/vllm-ascend,2026,observed,2026-08-29,2025-01-29,llm_native,high,model_infra,supporting_infrastructure,C++,2026-01-01 07:43:51,2026-08-28 10:04:51,11308,1297,951,1185,0,249,101,4,0,0,249,249,34.69,100,616,1249,408,333,29,616,565,0,0,,0,27.09,275,2485,0,1355,1130,1342,343,13,0,1411,0,877,534,2797,1913,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
34,391740664,open-metadata/OpenMetadata,2022,observed,2022-12-31,2021-08-01,mixed,high,model_infra,supporting_infrastructure,TypeScript,2022-01-01 06:50:52,2022-12-31 21:03:42,60875,529,1572,9621,35927,3440,3039,73,0,0,3440,1345,6.15,3039,3994,314,3411,307,15,0,30,3964,1664,0.21,3411,2.67,307,22390,0,17239,5151,8216,4277,247,6142,4788,0,2,4786,17271,17341,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
34,391740664,open-metadata/OpenMetadata,2023,observed,2023-12-31,2021-08-01,mixed,high,model_infra,supporting_infrastructure,TypeScript,2023-01-02 00:55:32,2023-12-31 21:20:04,51967,413,2221,10541,47648,1642,1499,56,0,0,1642,1246,28.2,1499,3213,258,2736,265,22,0,16,3197,1669,0.57,2736,5.9,265,19784,0,16491,3293,6651,3117,151,4504,3434,0,2,3432,16509,11564,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
34,391740664,open-metadata/OpenMetadata,2024,observed,2024-12-31,2021-08-01,mixed,high,model_infra,supporting_infrastructure,TypeScript,2024-01-01 05:51:55,2024-12-31 14:48:24,46191,286,3128,10184,934569,1190,1213,38,0,0,1190,1031,53.64,1212,3339,225,2820,199,13,0,25,3314,2096,0.59,2820,1.93,199,15007,0,12625,2382,6434,3386,114,3671,2759,0,0,2759,12650,9645,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
34,391740664,open-metadata/OpenMetadata,2025,observed,2025-12-31,2021-08-01,mixed,high,model_infra,supporting_infrastructure,TypeScript,2025-01-01 07:20:46,2025-12-31 23:22:23,42463,2208,2443,9951,65428,1227,879,29,0,0,1227,1052,37.75,878,3065,1986,2657,297,12,273,771,2754,2054,0.73,2047,12.13,291,12858,0,11272,1586,5166,2647,89,2015,2624,0,335,2289,12394,7856,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_merge_duration_incomplete
34,391740664,open-metadata/OpenMetadata,2026,observed,2026-08-29,2021-08-01,mixed,high,model_infra,supporting_infrastructure,TypeScript,2026-01-01 06:41:08,2026-08-28 12:27:32,24940,1038,1259,8860,0,197,171,8,0,5,192,197,50.49,168,469,972,359,179,3,469,459,0,0,,0,38.23,153,6151,0,5552,599,2549,493,26,0,2502,0,1932,570,7948,1361,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
35,156939672,microsoft/onnxruntime,2022,observed,2022-12-31,2018-11-10,traditional,high,model_infra,supporting_infrastructure,C++,2022-01-01 00:36:40,2022-12-31 23:19:46,57438,232,3757,13342,106622,1251,663,45,0,1,1250,1219,4.83,663,2465,167,1858,446,63,0,84,2381,1893,1.98,1858,7.92,446,11428,0,2535,8893,12292,2392,73,4347,10921,0,770,10151,3390,22675,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
35,156939672,microsoft/onnxruntime,2023,observed,2023-12-31,2018-11-10,traditional,high,model_infra,supporting_infrastructure,C++,2023-01-01 00:32:16,2023-12-31 20:57:11,69705,225,5303,16417,138426,1412,769,48,0,0,1412,1384,7.79,769,3187,157,2455,447,76,0,63,3124,2463,2.22,2455,4.67,446,14292,0,2563,11729,14348,3309,76,4228,12251,0,1805,10446,4431,26711,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
35,156939672,microsoft/onnxruntime,2024,observed,2024-12-31,2018-11-10,traditional,high,model_infra,supporting_infrastructure,C++,2024-01-01 05:00:20,2024-12-31 23:44:35,58734,185,5929,12653,1538330,1382,750,35,0,0,1382,1364,9.95,750,2639,133,2069,367,66,0,52,2587,2334,1.87,2069,6.8,367,16126,0,4081,12045,10046,2777,62,2576,8161,0,1600,6561,5733,22575,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
35,156939672,microsoft/onnxruntime,2025,observed,2025-12-31,2018-11-10,traditional,high,model_infra,supporting_infrastructure,C++,2025-01-01 00:19:28,2025-12-31 23:36:48,42334,1186,4221,7486,46080,821,1578,56,0,0,821,817,428.65,1576,2026,1066,1481,524,117,155,515,1753,1607,1.29,1174,21.89,516,10751,0,3638,7113,6994,1751,46,1229,6701,0,2061,4640,6234,14327,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_merge_duration_incomplete
35,156939672,microsoft/onnxruntime,2026,observed,2026-08-29,2018-11-10,traditional,high,model_infra,supporting_infrastructure,C++,2026-01-01 03:34:05,2026-08-27 19:21:01,9501,542,860,2854,0,119,97,8,0,2,117,117,60.28,96,280,494,200,76,12,277,228,0,0,,0,14,65,907,0,255,652,1763,350,27,6,1906,0,870,1036,1355,1805,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
36,805155266,CherryHQ/cherry-studio,2022,not_public_yet,2022-12-31,2024-05-24,llm_native,high,agent_application,direct_agent_experience,TypeScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
36,805155266,CherryHQ/cherry-studio,2023,not_public_yet,2023-12-31,2024-05-24,llm_native,high,agent_application,direct_agent_experience,TypeScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
36,805155266,CherryHQ/cherry-studio,2024,observed,2024-12-31,2024-05-24,llm_native,high,agent_application,direct_agent_experience,TypeScript,2024-05-24 01:59:04,2024-12-31 17:15:18,6544,143,2822,907,1550,508,346,16,0,0,508,498,1.82,346,36,1,37,6,0,0,0,36,26,0.12,37,0.11,6,1663,0,0,1663,10,7,2,10,0,0,0,0,0,2336,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
36,805155266,CherryHQ/cherry-studio,2025,observed,2025-12-31,2024-05-24,llm_native,high,agent_application,direct_agent_experience,TypeScript,2025-01-01 00:07:47,2025-12-31 18:39:13,82560,2833,33144,5112,22773,6505,4948,136,0,0,6505,6388,4.23,4945,2725,1659,2095,499,41,218,644,2483,1179,0.23,1617,0.71,489,21899,0,2141,19758,4207,2451,142,3054,2052,0,379,1673,3171,30419,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_merge_duration_incomplete
36,805155266,CherryHQ/cherry-studio,2026,observed,2026-08-29,2024-05-24,llm_native,high,agent_application,direct_agent_experience,TypeScript,2026-01-01 00:17:08,2026-08-28 10:27:18,13519,757,3280,4697,0,596,447,6,0,0,596,596,40.86,447,259,540,179,138,3,259,242,0,0,,0,67.9,117,1204,0,417,787,939,385,83,0,726,0,80,646,739,2029,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
37,1153130349,pingdotgg/t3code,2022,not_public_yet,2022-12-31,2026-02-08,llm_native,high,agent_application,direct_agent_experience,TypeScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
37,1153130349,pingdotgg/t3code,2023,not_public_yet,2023-12-31,2026-02-08,llm_native,high,agent_application,direct_agent_experience,TypeScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
37,1153130349,pingdotgg/t3code,2024,not_public_yet,2024-12-31,2026-02-08,llm_native,high,agent_application,direct_agent_experience,TypeScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
37,1153130349,pingdotgg/t3code,2025,not_public_yet,2025-12-31,2026-02-08,llm_native,high,agent_application,direct_agent_experience,TypeScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
37,1153130349,pingdotgg/t3code,2026,observed,2026-08-29,2026-02-08,llm_native,high,agent_application,direct_agent_experience,TypeScript,2026-03-06 22:52:13,2026-08-28 12:33:31,10968,0,3775,2285,0,184,151,5,0,0,184,184,9.96,150,337,0,0,60,4,337,0,0,0,,0,,0,1229,0,490,739,1385,141,6,0,1122,0,950,172,1440,1095,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete
38,208728772,milvus-io/milvus,2022,observed,2022-12-31,2019-09-16,traditional,high,agent_runtime_infra,supporting_infrastructure,Go,2022-01-01 00:10:12,2022-12-31 18:21:47,65108,336,6245,2989,4183,2486,2313,141,0,0,2486,2486,28,2313,3693,199,2932,621,35,0,3,3690,3691,0.3,2932,4.2,621,37425,0,12490,24935,3203,761,53,0,2820,0,0,2820,12493,33931,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
38,208728772,milvus-io/milvus,2023,observed,2023-12-31,2019-09-16,traditional,high,agent_runtime_infra,supporting_infrastructure,Go,2023-01-01 03:14:02,2023-12-31 19:05:45,84177,480,11284,3552,4609,2914,2644,155,0,0,2914,2864,37.21,2644,4530,307,3469,801,47,0,26,4504,4315,0.86,3469,5.74,801,49529,0,18116,31413,3029,1070,151,157,2310,0,0,2310,18142,41141,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
38,208728772,milvus-io/milvus,2024,observed,2024-12-31,2019-09-16,traditional,high,agent_runtime_infra,supporting_infrastructure,Go,2024-01-01 01:04:23,2024-12-31 17:16:20,86648,520,8855,4421,224894,2783,2464,113,0,0,2783,2664,36.36,2464,5520,335,4298,940,58,0,19,5501,4862,0.96,4298,7.88,940,51449,0,17804,33645,3465,1014,39,358,2596,0,0,2596,17823,44525,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
